ShortenedID	LFQ.intensity.24hrsI-Rep1	LFQ.intensity.24hrsI-Rep2	LFQ.intensity.24hrsI-Rep3	LFQ.intensity.24hrsNI-Rep1	LFQ.intensity.24hrsNI-Rep2	LFQ.intensity.24hrsNI-Rep3	LFQ.intensity.8hrsI-Rep1	LFQ.intensity.8hrsI-Rep2	LFQ.intensity.8hrsI-Rep3	LFQ.intensity.8hrsNI-Rep1	LFQ.intensity.8hrsNI-Rep2	LFQ.intensity.8hrsNI-Rep3
Solyc09g010190.2.1	45851000	38369000	40625000	56078000	95098000	43502000	115940000	94607000	62858000	53137000	71856000	23133000
Solyc09g010210.2.1	18033000	18879000	21655000	14551000	9000300	17256000	31273000	20831000	13631000	28425000	13259000	14964000
Solyc09g010220.2.1	3895300	2896400	5991700	4232200	4548300	19095000	6454600	10775000	12792000	3715900	4917800	14808000
Solyc09g010370.2.1	770100	2689800	0	799860	0	0	571660	628000	0	0	0	0
Solyc09g010400.2.1	341410000	474190000	135100000	1072200000	628430000	1789900000	921120000	264700000	574290000	169010000	608500000	282890000
Solyc09g010450.1.1	8629400	4304700	7220300	17937000	10288000	16196000	13770000	11500000	13329000	26643000	16420000	20614000
Solyc09g010460.2.1	50211000	61538000	34131000	13342000	15259000	17920000	13496000	14272000	19895000	13192000	17969000	8001500
Solyc09g010500.2.1	1665400	0	2561000	2570300	4193800	0	2189800	1610500	0	0	3625400	2078800
Solyc09g010520.2.1	2243800	3393600	1411000	0	0	0	0	0	0	0	0	0
Solyc09g010540.2.1	0	0	0	1434200	0	0	0	0	0	0	0	0
Solyc09g010630.2.1	78957000	61405000	129180000	62705000	49451000	67619000	61562000	82176000	72016000	49709000	38593000	62386000
Solyc09g010640.2.1	0	0	0	1722400	0	1288400	1253200	477150	0	1227200	0	1908700
Solyc09g010860.2.1	1472000	1106000	7540500	1820600	4943200	8254800	4276000	3610100	7345100	0	6930500	6783800
Solyc09g010930.2.1	1983800	8672700	1924800	1313600	0	0	0	0	0	0	0	0
Solyc09g011050.2.1	0	0	0	0	0	0	304890	0	0	0	0	0
Solyc09g011080.2.1	0	10893000	1230100	0	0	0	0	1534200	0	0	0	0
Solyc09g092080.2.1	44706000	68364000	38839000	138550000	126240000	11701000	120920000	198100000	136810000	118790000	93176000	16227000
Solyc09g011670.2.1	0	876420	0	0	0	0	0	0	0	0	0	0
Solyc09g011810.2.1	31577000	92123000	9791200	945900	0	0	2831100	12750000	613190	0	742460	0
Solyc09g011830.2.1	7609900	4324900	9478500	11030000	5860000	10998000	3440400	7401000	8520700	19373000	10468000	16943000
Solyc09g011850.2.1	114500000	64911000	63523000	207530000	138980000	199020000	221940000	224950000	299230000	229830000	140540000	125190000
Solyc09g011920.2.1	1753200	4586300	2575300	0	0	0	0	0	0	0	0	0
Solyc09g013080.2.1	897710	2846900	832800	0	768530	0	0	1107500	0	0	888600	0
Solyc09g013090.2.1	1231200	0	2380600	1592300	0	0	0	2162700	0	2573000	1983600	3802200
Solyc09g013100.2.1	15639000	7987800	7868300	15251000	7366700	17825000	14624000	10489000	28879000	20878000	5623600	8028600
Solyc09g013120.2.1	12319000	5915300	9989700	11102000	12310000	17748000	14635000	11066000	6138400	13675000	15345000	21411000
Solyc09g013130.2.1	4315900	1885900	0	0	0	0	0	0	0	0	0	0
Solyc09g013150.2.1	0	0	926460	0	0	0	0	0	0	0	0	0
Solyc09g014240.2.1	0	0	0	0	0	0	0	1584800	0	1757400	1946100	0
Solyc09g014480.1.1	28354000	15781000	23274000	30445000	88031000	42396000	35568000	39914000	31590000	52083000	42162000	33163000
Solyc09g014520.2.1	810470000	1825200000	647830000	50791000	93907000	106840000	82094000	159480000	212410000	31685000	81510000	115220000
Solyc09g014760.2.1	4474900	22475000	3681100	0	0	3648900	0	0	0	0	0	3497800
Solyc09g014780.2.1	2496100	0	0	0	0	0	0	0	0	0	0	0
Solyc09g014860.2.1	2421900	0	0	0	0	0	0	0	0	0	0	0
Solyc09g014990.2.1	3978200	1161400	1361100	0	0	0	1259100	1525500	1102000	0	0	0
Solyc09g015040.1.1	45770000	31483000	61151000	5962900	8764200	4395400	7635500	11139000	5290700	6668000	8014500	0
Solyc09g015170.2.1	5284600	2134000	3247100	7029000	7097600	4434400	5429300	8214700	4471600	6385300	7662800	6995400
Solyc09g015830.1.1	0	0	0	0	0	0	0	0	0	0	0	455110
Solyc09g015930.2.1	1112100	0	0	0	0	0	0	0	0	0	0	0
Solyc09g018010.2.1	40842000	54936000	45635000	14930000	7338500	8870200	9295100	29835000	13090000	27607000	11909000	10807000
Solyc09g018450.2.1	0	6781900	0	0	0	0	0	0	0	0	0	0
Solyc09g018730.2.1	12148000	5718100	12714000	11115000	14168000	11377000	19036000	8096000	10035000	10902000	8531300	12335000
Solyc09g018790.2.1	1763400	3655900	0	0	0	0	0	0	0	0	0	0
Solyc09g018890.2.1	0	1830500	0	0	0	0	0	0	0	0	0	0
Solyc09g019970.2.1	0	0	0	0	0	801710	0	0	0	0	0	1119000
Solyc09g020000.2.1	3665500	0	4828900	0	0	0	0	0	0	0	624000	0
Solyc09g020130.2.1	4835200	5122600	5290000	3770600	9093500	8314000	3378200	6137700	7592100	4454200	5290400	10958000
Solyc09g025260.2.1	45774000	18778000	28963000	78456000	55847000	56006000	67417000	58894000	68789000	99446000	71277000	61154000
Solyc09g030390.2.1	28690000	12546000	26285000	23855000	34892000	39111000	27335000	33739000	16754000	29753000	30847000	47479000
Solyc09g031650.2.1	28787000	16667000	26969000	36229000	40224000	36456000	19823000	25002000	10485000	37709000	35843000	44969000
Solyc09g031780.2.1	10841000	25219000	10301000	5554300	6315400	5822700	5875300	11779000	5103700	5544000	7016900	5981300
Solyc09g031920.1.1	616820	1997500	505160	0	0	295140	0	0	0	0	0	0
Solyc09g031970.2.1	271230000	427110000	441580000	261070000	1622600000	429910000	380440000	1461200000	811090000	508000000	2646700000	255790000
Solyc09g042770.2.1	1533200	0	0	0	0	0	0	0	0	0	0	0
Solyc09g055340.2.1	1076600	1564900	1244600	1660000	1273100	2134300	1059300	0	0	1489300	1406000	2357800
Solyc10g007350.2.1	0	0	0	0	0	0	0	162270	0	0	0	0
Solyc09g055700.2.1	0	686590	1223200	1431300	1172900	2130800	986500	1032700	782380	1753400	1147100	3283200
Solyc09g055760.2.1	1871200	2036000	0	0	0	0	0	0	0	0	0	0
Solyc09g055870.2.1	2185000	1707500	2141800	1908200	2229200	2479100	2414800	2471900	2640900	2089000	1840200	2091800
Solyc09g057650.2.1	4488700	5700500	5733100	1972600	6996800	10053000	2756500	2419300	4938200	2853700	8431600	7886900
Solyc09g057960.1.1	0	0	84329	0	0	0	0	0	0	0	0	0
Solyc09g059040.2.1	8284400	9349000	5431600	0	0	0	0	0	0	0	0	0
Solyc09g059500.2.1	5227800	3323200	6386200	11399000	8169600	7181800	11536000	7451300	3843200	10046000	6837800	7040000
Solyc09g059620.2.1	24641000	15954000	30752000	24986000	26602000	34286000	21804000	30922000	33872000	22642000	29722000	32771000
Solyc09g061430.2.1	104080000	59842000	144130000	126880000	161190000	113050000	147780000	201790000	128760000	137040000	147200000	89127000
Solyc09g061620.2.1	1640700	0	0	0	0	0	0	0	0	0	0	0
Solyc09g061710.2.1	0	0	0	715030	0	0	0	0	0	0	0	0
Solyc09g063030.2.1	0	0	0	0	0	0	0	0	0	0	0	405830
Solyc09g063130.2.1	394380000	1031900000	160410000	16065000	17136000	7136200	25237000	45184000	34569000	6653200	21490000	7896400
Solyc09g064370.2.1	750010	3567500	0	407590	0	0	0	0	0	0	0	0
Solyc09g064450.2.1	7552800	25527000	8597000	1375800	2602900	2931600	2200600	2038700	3437000	2934000	2543300	2504700
Solyc09g064490.1.1	4213800	5788900	7991100	8231100	9863600	7058100	10760000	12465000	10484000	5941400	13322000	16137000
Solyc09g064500.2.1	0	15004000	0	0	0	0	0	0	0	0	0	0
Solyc09g064590.2.1	9814000	9995300	14597000	6630100	8586300	8603500	7241900	4968800	6440800	7974300	7553700	6181500
Solyc09g064780.2.1	0	0	684460	0	0	0	0	0	0	0	0	0
Solyc09g064840.2.1	0	0	0	5296700	3338900	4903100	0	0	0	0	0	2584400
Solyc09g064850.2.1	911450	1753900	2487600	0	0	0	0	0	0	0	0	0
Solyc09g065010.2.1	1217400	0	0	1966700	1664600	0	1601500	1294600	0	2299900	1479200	2099100
Solyc09g065180.2.1	18265000	59000000	4533600	907790	781960	487370	1787700	2275200	0	1035600	913400	673730
Solyc09g065190.1.1	48603000	43780000	75666000	64021000	101610000	72416000	92200000	82004000	61039000	54978000	81561000	56606000
Solyc09g065270.2.1	5771800	12754000	5522600	0	0	0	0	0	0	0	0	0
Solyc09g065280.2.1	7374300	4489800	3842700	9966600	6417300	8440000	13828000	3621700	3721900	4182300	3977200	8482000
Solyc09g065340.2.1	2324000	0	4468400	4914500	4739200	7181000	7477800	4611400	5744800	6298500	4605200	6121200
Solyc09g065540.2.1	1625600	1615900	0	0	0	0	0	0	0	0	0	0
Solyc09g065550.2.1	0	0	0	0	0	0	0	0	0	0	0	182860
Solyc09g065720.2.1	12977000	4297900	7983000	10722000	12894000	10078000	15089000	12246000	3557600	18308000	16656000	15913000
Solyc09g065730.2.1	14220000	26404000	2542100	570790	1013700	908420	896510	1144100	694340	871000	1218300	660110
Solyc09g065830.2.1	0	9422200	630480	652880	0	557220	0	0	0	0	541390	708750
Solyc09g065840.2.1	17805000	12850000	8914300	31861000	15997000	18861000	24009000	17182000	34092000	25612000	19287000	25022000
Solyc09g065900.2.1	2893700	6886500	0	0	0	0	0	0	0	0	0	0
Solyc09g066100.2.1	12450000	2771200	3887800	86480000	9435500	21054000	80104000	2092000	19246000	54366000	7345300	16765000
Solyc09g066430.2.1	1734600	0	0	0	0	0	0	3065100	0	0	0	0
Solyc09g072570.2.1	42176000	24445000	30071000	40098000	35977000	28533000	50522000	43019000	32243000	26587000	27656000	23422000
Solyc09g072890.1.1	0	0	0	0	67556000	0	0	0	0	0	0	53168000
Solyc09g073000.2.1	1858100	4457300	0	0	0	0	0	0	0	0	0	0
Solyc09g074090.2.1	2334600	1238700	7634900	4959900	7815800	4465000	7967600	4383200	3691700	3406800	4209400	10018000
Solyc09g074300.1.1	0	0	0	0	0	0	0	0	375080	0	0	0
Solyc09g074330.2.1	1842100	1112600	1910200	4994400	2375300	3138600	3229400	1349500	1042900	2798000	1904300	3571000
Solyc09g074360.2.1	1027800	1046800	1249500	0	1281100	0	0	1081400	0	0	1820000	0
Solyc09g074380.2.1	4350200	2239300	3000800	5929000	7820700	5469300	8921100	7728200	3439600	5462900	6421100	5314600
Solyc09g074420.2.1	690200	3652300	0	0	0	0	0	628890	0	0	0	0
Solyc09g074650.2.1	0	3900600	0	0	0	0	0	0	0	0	0	0
Solyc09g074670.2.1	0	0	0	0	0	0	0	0	0	716550	0	0
Solyc09g074880.2.1	0	5626800	0	0	0	0	0	0	0	0	0	0
Solyc09g074940.1.1	70213000	62469000	38240000	39254000	30984000	30637000	35565000	35527000	52286000	45919000	33562000	19092000
Solyc09g074950.2.1	15660000	3788100	18088000	4172500	3495500	5441900	1947600	3283400	1147000	4120300	2850900	10105000
Solyc09g075030.2.1	10316000	6951800	17901000	18838000	21920000	14578000	20495000	21321000	19415000	14750000	14528000	12575000
Solyc09g075090.1.1	136230000	69448000	200570000	178220000	195220000	180980000	157070000	174480000	189960000	206690000	249650000	172830000
Solyc09g075130.2.1	147320000	92523000	82027000	142200000	203840000	280340000	116300000	191920000	164770000	73697000	207840000	158000000
Solyc09g075150.2.1	0	9988700	1464700	1979100	1927100	3539600	0	6823200	7386200	0	1285900	2262800
Solyc09g075200.2.1	76853000	46201000	63448000	107470000	120190000	79148000	104660000	108100000	79860000	109840000	111910000	84386000
Solyc09g075280.1.1	2178600	2263100	4422300	2848900	3929300	3907100	1487800	2497400	1814300	3096200	2920600	3998200
Solyc09g075290.2.1	14756000	13547000	14354000	17552000	8461700	2521500	7937900	9192400	9748200	4289000	30432000	3957200
Solyc09g075350.2.1	8661200	8315000	12329000	13725000	10362000	14026000	14646000	11942000	13620000	12926000	10611000	14812000
Solyc09g075360.2.1	8955800	3223100	9582200	16569000	14503000	14576000	24261000	44666000	21854000	26726000	30928000	28885000
Solyc09g075430.2.1	83602000	93391000	81579000	88203000	65649000	70615000	63556000	70107000	67760000	65890000	147800000	62709000
Solyc09g075760.2.1	0	0	0	746800	0	0	0	970050	0	0	740820	999410
Solyc09g075820.2.1	5046800	7047000	4154700	0	0	0	0	0	0	0	0	0
Solyc09g075830.2.1	15886000	5246900	11222000	12910000	10823000	12525000	13867000	8891800	6665000	9448600	7246600	10612000
Solyc09g076010.2.1	4746500	2105600	2622600	5950400	6001800	6601900	8620800	4623800	0	4986800	4743200	5177400
Solyc09g076040.2.1	15544000	7231600	9071700	27507000	24026000	19708000	22518000	17552000	8897200	22311000	20337000	17837000
Solyc09g076050.2.1	0	0	0	1163800	1417500	1631400	1223100	0	0	0	0	1408300
Solyc09g082050.2.1	31711000	13365000	32263000	55029000	46281000	49743000	45345000	36470000	46344000	48652000	37130000	47028000
Solyc09g082060.2.1	7075300	18354000	5507900	1540200	0	2485400	0	2691800	0	2456400	1974200	3779400
Solyc09g082130.2.1	10381000	6119000	10335000	15130000	13128000	6781400	18288000	12212000	11632000	15233000	10532000	9298400
Solyc09g082140.2.1	0	0	0	0	0	0	0	0	0	0	0	743400
Solyc09g082320.2.1	3447000	8452200	4164200	3149300	1358600	1747900	1073900	1833400	1525100	0	3799700	1204300
Solyc09g082520.2.1	16699000	4074500	0	0	0	0	0	0	0	0	0	0
Solyc09g082710.2.1	0	0	0	0	0	0	0	0	0	0	8557200	0
Solyc09g082760.2.1	11618000	20027000	4105900	3196400	2336900	2975700	0	1571200	0	0	1991600	0
Solyc09g082770.2.1	0	0	0	0	0	0	0	0	0	0	0	0
Solyc09g082780.2.1	0	5594100	0	0	0	0	0	0	0	0	0	0
Solyc09g082810.2.1	1416700	0	1115700	2527800	2325700	2431200	1489800	1338200	5846100	1311000	948000	1974600
Solyc09g082970.2.1	0	5089900	0	0	0	0	0	0	0	0	0	0
Solyc09g083000.2.1	19032000	9553800	22630000	28318000	19383000	18394000	25307000	15067000	20398000	26145000	16576000	18241000
Solyc09g083080.2.1	829750000	498040000	784210000	1564500000	1403200000	1059800000	1852200000	1038300000	914630000	1229000000	1113000000	1320700000
Solyc09g083150.2.1	0	5329900	0	0	0	0	0	0	0	0	0	0
Solyc09g083270.2.1	3219600	5247500	4997200	8652400	10287000	7085000	11102000	7890700	9246800	11692000	9490400	5744800
Solyc09g083370.2.1	0	0	303430	0	0	0	0	0	0	0	0	0
Solyc09g083380.2.1	62803000	7379800	15254000	1348200000	75098000	125330000	711350000	28516000	209640000	858900000	59725000	117420000
Solyc09g083420.2.1	3539900	2522000	6006800	6335800	10842000	6154600	8544200	9341000	6010100	5097700	6766500	5150200
Solyc09g083440.2.1	1089500	2089300	0	2447200	5679100	0	1032300	0	0	1169400	1845800	0
Solyc09g089660.2.1	4821400	4506600	6470900	8570300	10442000	4652800	11712000	8628000	6318200	4925400	8621100	6700900
Solyc09g090120.2.1	0	0	2406900	0	0	0	0	0	0	0	2056700	0
Solyc09g090140.2.1	25063000	55273000	13334000	5773900	14812000	5083300	7749400	16350000	3668900	2868300	4955900	9293800
Solyc09g090190.2.1	68957000	98839000	71029000	59947000	48856000	31159000	29593000	36816000	49643000	28812000	43456000	37745000
Solyc09g090230.1.1	0	0	0	0	0	0	0	0	0	0	4072600	0
Solyc09g090330.2.1	8601000	36298000	6329000	0	0	0	0	0	0	0	0	0
Solyc09g090380.1.1	0	0	0	182010	0	0	0	0	0	0	0	0
Solyc09g090410.2.1	1425000	0	1493400	3338800	1588500	1728300	2473200	1925500	3229600	2368900	2071600	1675600
Solyc09g090420.2.1	14631000	8682600	16501000	16791000	18503000	16120000	19856000	15591000	12341000	13929000	14254000	17251000
Solyc09g090520.2.1	10916000	22242000	9299700	2708400	1037400	1402000	1287800	3778700	1416800	4662500	2846200	2124400
Solyc09g090580.2.1	0	2499300	0	0	0	0	0	0	0	0	0	0
Solyc09g090660.2.1	593990000	388590000	590780000	618660000	696710000	569570000	737910000	763930000	417890000	698850000	717240000	651230000
Solyc09g090680.2.1	1317300	944860	1284700	2401600	1884500	1889100	988120	1610800	1815400	0	2179400	2846400
Solyc09g090720.2.1	1978500	5658700	2982800	692300	2403500	1012500	1009700	1137700	833650	0	0	639570
Solyc09g090730.1.1	0	2416900	0	0	0	0	0	0	0	0	0	0
Solyc09g090740.2.1	10758000	4454300	14084000	15217000	15242000	14553000	13623000	12585000	13030000	11787000	10193000	13143000
Solyc09g090810.1.1	0	0	0	0	0	0	0	0	1340100	0	0	0
Solyc09g090840.2.1	0	1231700	0	0	0	0	0	0	0	0	0	0
Solyc09g090940.2.1	2880200	0	0	0	0	0	0	0	0	0	0	0
Solyc09g090980.2.1	3835200	4777900	2259500	0	0	0	0	0	0	0	0	0
Solyc09g091070.1.1	1871000	1369300	1214600	1291100	3666900	2916700	863120	0	1436600	968300	1153700	1960000
Solyc09g091170.2.1	0	1204200	0	0	0	0	0	1119100	0	0	0	0
Solyc09g091180.2.1	4674000	16962000	3302200	0	0	0	0	7021700	0	0	0	0
Solyc09g091190.2.1	0	0	0	601910	504500	680860	0	430440	0	0	499560	781200
Solyc09g091430.2.1	15416000	5756200	18967000	28115000	39265000	63935000	26459000	14028000	33567000	20714000	23300000	72549000
Solyc09g091440.2.1	11236000	5941900	14438000	17205000	11002000	15390000	9714500	8222800	6664800	15096000	9910900	15056000
Solyc09g091470.2.1	4609000	11158000	4449600	0	3235200	0	0	0	0	0	0	0
Solyc09g091500.2.1	792710	0	0	0	0	0	0	0	0	0	0	0
Solyc09g091590.2.1	25448000	14843000	28740000	3352900	7051500	7549000	11535000	7564900	7574000	4161600	4505500	4947100
Solyc09g091660.2.1	5244900	10345000	4686200	0	0	0	2463200	0	0	0	0	0
Solyc09g091740.2.1	490400	0	0	0	0	0	0	0	0	0	0	0
Solyc09g091750.2.1	10207000	23850000	9886200	4204100	6092700	5369700	3744100	7202600	6664400	2091800	5675400	5624700
Solyc09g091820.2.1	0	1964300	0	989180	0	0	0	0	0	0	0	0
Solyc09g091830.2.1	5708300	4223400	8888400	6982600	4511000	7011400	1572900	2538700	2929700	5753400	3427700	7409800
Solyc09g092240.2.1	18307000	8484900	30921000	31929000	34495000	31456000	25833000	33350000	8821700	37095000	28935000	38103000
Solyc09g092250.2.1	35406000	15251000	51116000	68311000	72725000	49269000	80501000	66038000	40478000	63387000	59526000	45644000
Solyc09g092330.1.1	12564000	10804000	12532000	128610000	67921000	75634000	61644000	38709000	73340000	110030000	43060000	59384000
Solyc09g092380.2.1	11316000	35343000	12284000	6542600	7870300	4467900	3488500	8051400	3117400	3064300	8775500	5281000
Solyc09g092520.2.1	113810000	73894000	206050000	44823000	54551000	80754000	38545000	48258000	71510000	29863000	103670000	263430000
Solyc09g092710.2.1	621460	761550	1323700	2585000	1829200	0	4108800	5272000	20744000	27890000	7078300	10154000
Solyc09g092720.2.1	0	0	0	5776200	0	0	0	0	0	0	0	0
Solyc09g092760.2.1	3712500	5668300	5386800	6637500	6209600	2395200	5798700	5672800	6563700	0	9753900	3718800
Solyc09g097770.2.1	555450	0	0	0	0	0	82521	0	0	0	0	0
Solyc09g097780.2.1	1428500	0	0	3304600	3695600	2947600	2695700	2318500	4342600	3435100	4113300	8530500
Solyc09g097820.2.1	18540000	15460000	41252000	35196000	40159000	29516000	23743000	37093000	28021000	28797000	38852000	34895000
Solyc09g097910.2.1	4711000	7236500	12532000	13220000	17853000	31695000	12785000	7252100	10387000	13514000	15346000	44000000
Solyc09g098150.2.1	190340	0	0	0	0	0	0	0	0	0	0	0
Solyc09g098280.2.1	8755000	13944000	9279200	0	1581900	2755100	0	2465100	2743900	2579000	2249300	1886300
Solyc09g098360.2.1	7892600	4737100	8641800	13399000	19952000	22822000	16522000	11941000	7012900	10481000	14241000	18874000
Solyc10g005050.2.1	1981100	13985000	0	0	0	0	0	0	0	0	0	0
Solyc10g005100.2.1	11946000	34395000	10880000	1747200	0	0	0	1832400	0	0	0	0
Solyc10g005110.2.1	4290300	35877000	540950	0	437720	292980	841140	1020600	0	0	0	0
Solyc10g005330.2.1	1776100	0	0	5060500	2409400	2304500	3542100	2952400	0	5220800	2774900	2954200
Solyc10g005490.2.1	4096800	1745800	3575900	6141700	3133700	5728700	5604400	3828000	0	5371500	4329500	4408300
Solyc10g005530.2.1	167070000	86908000	133490000	103900000	185760000	258940000	153120000	198570000	189110000	108890000	141560000	269090000
Solyc10g005590.2.1	25957000	10404000	14763000	29603000	28304000	22787000	41457000	28692000	15695000	30483000	34221000	26850000
Solyc10g005700.2.1	0	0	0	0	0	0	0	0	0	0	552920	0
Solyc10g005800.2.1	10685000	2728700	20168000	10558000	18076000	17800000	13707000	8058300	10311000	3684800	14149000	20835000
Solyc10g005850.2.1	1584000	0	3508200	3421800	3096200	2654400	3444300	1968400	2333400	2141500	2268400	3918100
Solyc10g005900.2.1	0	0	1566200	2066100	2437300	0	2345400	1471500	0	1409400	1425600	1636900
Solyc10g005960.1.1	9371100	7266500	6406900	10920000	7934200	7360200	7767700	10284000	6539800	6359200	11268000	8043700
Solyc10g005990.2.1	9026500	10767000	8508700	7308900	10337000	7486000	7681200	8811600	8762600	6088200	12943000	10764000
Solyc10g006000.2.1	0	0	0	0	0	0	0	0	0	2815100	0	2966000
Solyc10g006030.2.1	9618100	21516000	16005000	14289000	8940100	10055000	7429600	11130000	9427200	10481000	15883000	8165400
Solyc10g006050.2.1	1335500	867860	1200100	1036300	702570	0	0	0	0	2046000	1307900	0
Solyc10g006070.2.1	0	0	0	0	0	0	0	0	0	255980	0	0
Solyc10g006090.2.1	2058300	1485500	2390500	3154700	1748500	4817000	2620400	1985500	1462500	3877200	2511100	6663300
Solyc10g006100.2.1	2945900	0	2212400	1524200	2686600	2386200	2605000	1627800	0	1923600	1761000	1922100
Solyc10g006230.2.1	39943000	115380000	31441000	0	3525500	15755000	0	9020100	9997000	7519300	0	10034000
Solyc10g006250.2.1	0	0	0	0	0	0	0	1527800	0	0	0	0
Solyc10g006260.2.1	6011500	4322600	12078000	8099900	11683000	11468000	13667000	13167000	12299000	8007800	8302500	9714700
Solyc10g006290.2.1	2580800	6947700	0	0	0	0	0	0	0	0	0	0
Solyc10g006330.2.1	1571700	0	0	0	0	0	0	0	0	0	0	0
Solyc10g006390.2.1	13286000	5457400	12905000	22358000	25822000	17565000	31706000	21934000	20915000	21713000	29980000	29471000
Solyc10g006560.2.1	1643400	8437400	0	0	0	0	4560300	3563600	354260	0	0	0
Solyc10g006770.2.1	25439000	17114000	34033000	31618000	30228000	45077000	53275000	45643000	51428000	34519000	43669000	43550000
Solyc10g006900.2.1	2857800	56427000	3399600	0	0	0	2634800	3260700	0	1720300	2118800	0
Solyc10g006970.2.1	2540000	9492300	2858700	0	0	0	0	0	0	0	0	0
Solyc10g006990.2.1	6407200	13533000	10726000	7076800	9345500	10750000	10044000	9156100	0	7524800	8924900	10687000
Solyc10g007070.2.1	1218600	1513200	1241900	1073800	1151700	5441200	1147400	0	4306500	0	0	3362400
Solyc10g007120.2.1	3027000	4194400	0	0	0	0	0	0	0	0	2915500	0
Solyc10g007130.2.1	1065800	0	0	1238300	1526600	1509100	1307600	1567800	1348500	1029800	1337900	4103200
Solyc10g007150.2.1	10195000	10354000	9206500	3614900	2081000	4855100	4502800	3043900	4420200	3543200	2622500	4688100
Solyc10g007180.2.1	14428000	17789000	16880000	2148600	2545300	2572900	2311200	2121400	0	3076800	2123500	2033500
Solyc10g007280.2.1	0	0	356660	0	0	0	0	0	0	0	0	0
Solyc10g007340.2.1	3908800	2046600	7274900	8027200	11366000	14291000	9815500	11364000	7280200	9171700	8570700	14181000
Solyc10g007390.2.1	3380800	9092900	5312200	0	734890	933200	0	0	1286800	0	0	1311000
Solyc10g007470.2.1	6031400	2114600	7961300	8151600	6965100	6371800	2482600	6649200	2429000	6964500	3995700	8970100
Solyc10g007480.2.1	1002600	0	0	0	732340	0	0	981050	0	0	0	0
Solyc10g007550.2.1	3231700	1501500	5713300	3573700	1986800	5837800	0	2626900	3582000	5911800	3611200	7009400
Solyc10g007600.2.1	18272000	33623000	12292000	2007400	5341600	2780900	3758900	3457900	848160	1164700	6126700	1145100
Solyc10g007690.2.1	214120000	437480000	375470000	38174000	99287000	150640000	66680000	158870000	258690000	11130000	109620000	146250000
Solyc10g007760.2.1	3071100	5880600	1004700	2471100	10965000	3500200	1571200	1947700	2522800	1686100	4165000	4714300
Solyc10g007810.2.1	0	2112000	0	0	0	0	0	0	0	0	0	0
Solyc10g008010.2.1	2802100	7201700	3908200	2137400	1553400	3179000	2131500	1712300	1924300	0	2775900	1832300
Solyc10g008070.2.1	16115000	6917800	16608000	21522000	14785000	18878000	23203000	17167000	25814000	23279000	19306000	21042000
Solyc10g008110.2.1	2228800	2859700	0	0	0	0	0	0	0	0	0	0
Solyc10g008130.2.1	0	0	0	690470	0	0	0	0	0	0	0	0
Solyc10g008140.2.1	26092000	39356000	9092200	3936600	12526000	10223000	4488900	5682900	4366300	1636600	7430500	6447900
Solyc10g008640.2.1	969410	1990800	0	0	0	0	0	0	0	0	0	0
Solyc10g008740.2.1	6398100	32290000	1203300	630980	0	0	2744500	6556800	0	477150	750630	0
Solyc10g008800.2.1	6864400	5681900	5489400	2357300	2605400	2470200	1969300	1744900	2807300	3072600	2367000	3217100
Solyc10g008950.2.1	58230000	26217000	59473000	54303000	45272000	52669000	36017000	35776000	51912000	49746000	41506000	79696000
Solyc10g008980.2.1	95598000	185890000	63723000	67554000	24839000	33950000	65925000	45110000	55903000	29375000	44691000	48552000
Solyc10g009070.2.1	37775000	21869000	42180000	47869000	76119000	54990000	76679000	83286000	42259000	57159000	52107000	34057000
Solyc10g009190.1.1	0	0	0	0	0	0	0	0	0	0	0	595670
Solyc10g009200.2.1	0	0	0	0	0	714770	0	0	0	0	0	0
Solyc10g009220.2.1	15323000	11062000	13698000	1386000	0	1375000	1098800	1333800	1462300	1400600	1288000	855650
Solyc10g009330.2.1	14556000	9422600	18073000	23932000	26269000	36108000	24091000	27652000	25324000	31983000	33926000	40807000
Solyc10g009410.1.1	6930700	5343200	6892900	6892800	11040000	4737300	4754200	4331000	3391300	4699500	5607900	4480600
Solyc10g009570.2.1	38014000	180590000	36641000	52492000	55748000	65654000	38108000	52090000	60143000	39340000	45883000	42842000
Solyc10g017530.2.1	18337000	18200000	17648000	13311000	19314000	19009000	9248900	19030000	9831400	16922000	22451000	22141000
Solyc10g017600.2.1	0	0	0	0	2202700	0	0	0	0	0	0	0
Solyc10g017850.2.1	12365000	27166000	13557000	6152400	1726700	1406000	1911400	1396900	3821900	2207300	1804800	1883200
Solyc10g017890.1.1	20855000	49218000	23221000	0	0	1656700	0	0	0	0	0	752580
Solyc10g017920.1.1	25481000	9762900	21841000	29055000	13144000	26528000	7741900	17996000	18076000	48645000	25411000	30021000
Solyc10g018300.1.1	218840000	458950000	127530000	21858000	4831800	3276400	49689000	57008000	9990500	11388000	9552900	4301000
Solyc10g018520.1.1	5903400	5751500	7967500	5204600	8379800	6878800	9424600	9122500	6243400	7200300	5114700	4782000
Solyc10g019030.1.1	0	0	0	0	417340000	0	303540000	0	0	332400000	0	0
Solyc10g019040.1.1	884910	0	0	0	0	0	0	0	0	0	0	0
Solyc10g024410.1.1	0	0	0	0	1182500	0	0	0	0	0	0	0
Solyc10g031550.1.1	3158000	491770	572620	666370	0	0	0	0	605580	1710900	556280	710810
Solyc10g031560.1.1	19817000	8833100	26572000	23522000	16312000	26447000	8298800	18547000	23749000	54115000	25992000	27147000
